Age,Year,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P
31.0,1995.0,Sep,4,Monday,Ford,Urban,Tuesday,Nov,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,6,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
30.0,1996.0,Jul,3,Sunday,Honda,Urban,Monday,Aug,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,15,700,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,2 to 3 years,1 vehicle,Collision,0
49.0,1994.0,Jan,3,Wednesday,Honda,Urban,Friday,Jan,4,Female,Married,Third Party,Sedan - Liability,Sport,30000 to 39000,15,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,0
60.0,1995.0,Dec,1,Thursday,Saab,Urban,Tuesday,Dec,3,Male,Married,Third Party,Sedan - All Perils,Sedan,30000 to 39000,3,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,0
30.0,1995.0,Oct,5,Saturday,Mazda,Urban,Monday,Oct,4,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,13,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,External,3 to 5,no change,1 vehicle,Collision,0
22.0,1994.0,Jul,4,Saturday,Pontiac,Urban,Tuesday,Jul,4,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,4,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision,0
60.47969,1995.0,Oct,1,Friday,Mazda,Urban,Monday,Oct,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,13,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision,0
30.0,1995.0,Nov,4,Saturday,Pontiac,Urban,Tuesday,Dec,4,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,7,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,0
46.96121,1994.0,Oct,5,Sunday,Ford,Urban,Monday,Oct,1,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,14,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability,0
40.0,1994.0,Jun,3,Saturday,Toyota,Urban,Wednesday,Jun,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,13,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,0
29.0,1995.0,May,3,Saturday,Mazda,Rural,Monday,Jun,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,400,3,15 to 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision,0
44.0,1994.0,Jan,3,Sunday,Pontiac,Rural,Thursday,Mar,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,0
23.0,1994.0,Nov,3,Sunday,Pontiac,Urban,Friday,Dec,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,16,400,4,more than 30,more than 30,none,6 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,Collision,0
18.589916,1995.0,Feb,3,Tuesday,Mazda,Urban,Monday,Feb,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,12,400,3,more than 30,more than 30,more than 4,7 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,Collision,0
48.0,1996.0,Jun,3,Friday,Mazda,Urban,Wednesday,Jul,4,Male,Married,Third Party,Sedan - Collision,Sedan,more than 69000,2,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,0
31.0,1996.0,May,1,Sunday,Mazda,Rural,Wednesday,May,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,0
46.0,1994.0,Jun,1,Thursday,Toyota,Urban,Monday,Jun,2,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,8,700,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,Collision,0
61.0,1996.0,Oct,1,Thursday,Chevrolet,Urban,Monday,Oct,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision,0
27.0,1996.0,Dec,5,Wednesday,Toyota,Urban,Friday,Dec,1,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability,0
41.0,1994.0,Jan,2,Tuesday,Honda,Urban,Monday,Jan,2,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,13,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Liability,0
40.0,1996.0,Mar,3,Tuesday,Pontiac,Rural,Monday,Mar,4,Female,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,11,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,0
28.0,1996.0,Jul,3,Saturday,Toyota,Urban,Tuesday,Jul,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,11,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,0
55.891502,1994.0,Mar,1,Friday,Pontiac,Urban,Tuesday,Apr,5,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,9,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
30.0,1995.0,Oct,3,Friday,Mazda,Urban,Monday,Oct,3,Male,Single,Policy Holder,Utility - All Perils,Utility,more than 69000,3,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,1 year,1 vehicle,All Perils,0
38.0,1995.0,Jan,4,Friday,Toyota,Urban,Monday,Jan,4,Female,Single,Policy Holder,Sedan - Collision,Sedan,less than 20000,15,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,4 to 8 years,2 vehicles,Collision,0
34.950542,1995.0,Jan,2,Tuesday,Mazda,Urban,Friday,Jan,4,Male,Single,Third Party,Sedan - Liability,Sport,more than 69000,7,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,0
30.0,1994.0,Jan,1,Wednesday,Mazda,Urban,Friday,Dec,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,10,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision,0
34.0,1994.0,Oct,2,Tuesday,VW,Urban,Thursday,Oct,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,400,4,more than 30,more than 30,more than 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
45.0,1994.0,Aug,1,Thursday,Honda,Urban,Wednesday,Sep,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,0
54.0,1996.0,Jan,4,Saturday,Mazda,Urban,Tuesday,Jan,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,16,700,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,0
33.0,1995.0,Feb,1,Friday,Pontiac,Urban,Monday,Feb,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
28.0,1994.0,Nov,5,Tuesday,Honda,Urban,Thursday,Nov,2,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,15,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,0
42.445385,1995.0,May,3,Tuesday,Toyota,Urban,Monday,May,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,8,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
33.0,1996.0,Nov,3,Wednesday,Mazda,Urban,Monday,Nov,2,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,7,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability,0
53.0,1995.0,Sep,4,Friday,Mazda,Urban,Wednesday,Jan,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,6,500,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,1 to 2,2 to 3 years,2 vehicles,Liability,0
32.0,1994.0,Jan,5,Tuesday,Pontiac,Urban,Wednesday,Jan,5,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,2 vehicles,Collision,0
26.0,1995.0,Oct,2,Thursday,Honda,Urban,Friday,Feb,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,7,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
28.0,1994.0,Apr,1,Wednesday,Pontiac,Urban,Thursday,Apr,1,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,7,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
32.0,1994.0,Jun,5,Monday,Mazda,Urban,Monday,Jun,5,Female,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,3,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
35.0,1995.0,Nov,2,Wednesday,Pontiac,Urban,Friday,Nov,3,Female,Single,Third Party,Sedan - All Perils,Sedan,30000 to 39000,3,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,1 year,1 vehicle,All Perils,0
43.0,1994.0,Sep,3,Wednesday,Honda,Urban,Tuesday,Jul,3,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,5,400,1,15 to 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,0
39.0,1994.0,May,3,Saturday,Pontiac,Urban,Monday,May,3,Female,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils,1
41.0,1995.0,Sep,2,Monday,Pontiac,Urban,Tuesday,Jul,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,6,400,3,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability,0
30.0,1996.0,Oct,1,Thursday,Mazda,Urban,Thursday,Nov,4,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,1
29.0,1994.0,Mar,3,Tuesday,Pontiac,Urban,Tuesday,Mar,2,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,7,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,0
60.0,1996.0,Apr,4,Thursday,Toyota,Urban,Thursday,Apr,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,7,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,All Perils,0
29.0,1994.0,Jan,4,Tuesday,Toyota,Urban,Wednesday,Jan,4,Male,Single,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,3,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils,0
27.0,1994.0,Jun,3,Tuesday,Toyota,Urban,Tuesday,Jun,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
48.0,1994.0,Jan,1,Tuesday,Toyota,Urban,Monday,Jan,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,5,400,4,more than 30,more than 30,none,7 years,41 to 50,No,No,Internal,more than 5,no change,1 vehicle,Liability,0
44.0,1996.0,Mar,4,Friday,Honda,Urban,Monday,Mar,4,Male,Married,Third Party,Sedan - Collision,Sedan,less than 20000,14,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
29.0,1994.0,Nov,5,Friday,Honda,Rural,Wednesday,Nov,2,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,2,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,0
27.0,1995.0,May,1,Monday,Pontiac,Urban,Tuesday,Jun,1,Female,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,10,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
51.0,1994.0,Sep,2,Wednesday,Toyota,Urban,Wednesday,Sep,2,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,15,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision,0
41.0,1995.0,Aug,1,Sunday,Mazda,Urban,Tuesday,Aug,2,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,15,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
32.233902,1994.0,Mar,2,Wednesday,Mazda,Urban,Wednesday,Mar,2,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
29.0,1994.0,Jul,5,Saturday,Toyota,Urban,Tuesday,Aug,2,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,10,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
41.0,1996.0,Apr,3,Friday,Toyota,Urban,Friday,Apr,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,11,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,Liability,0
41.0,1994.0,Sep,4,Thursday,Toyota,Urban,Monday,Sep,5,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,7,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils,0
42.0,1994.0,May,4,Sunday,Pontiac,Urban,Monday,May,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,0
77.09097,1996.0,May,3,Tuesday,Pontiac,Rural,Tuesday,May,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,6,400,2,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,none,no change,1 vehicle,All Perils,0
31.0,1996.0,Nov,3,Sunday,Pontiac,Urban,Tuesday,Nov,2,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,15,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability,0
22.928673,1995.0,Sep,3,Sunday,Chevrolet,Urban,Friday,Sep,5,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,8,400,2,more than 30,more than 30,2 to 4,4 years,26 to 30,No,No,External,none,no change,1 vehicle,Liability,0
41.0,1995.0,Sep,2,Wednesday,Toyota,Urban,Monday,Sep,5,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
26.0,1994.0,Sep,3,Thursday,Mazda,Urban,Monday,Feb,3,Female,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,8,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
32.0,1995.0,Apr,5,Saturday,Mazda,Urban,Monday,May,5,Female,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,16,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils,0
62.0,1994.0,May,4,Thursday,Pontiac,Urban,Tuesday,May,2,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,5,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision,0
32.0,1995.0,Jan,3,Monday,Toyota,Urban,Monday,Jan,3,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,9,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,0
42.0,1995.0,Jan,4,Monday,Honda,Urban,Tuesday,Dec,5,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,15,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,0
34.0,1994.0,Jul,4,Sunday,Toyota,Urban,Tuesday,Jul,1,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,13,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability,0
42.0,1996.0,Aug,1,Monday,Honda,Urban,Monday,Aug,1,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,7,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,All Perils,0
28.0,1994.0,Jun,3,Tuesday,Toyota,Urban,Friday,Jun,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,9,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision,1
37.0,1996.0,Nov,2,Wednesday,Toyota,Rural,Tuesday,Nov,3,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,9,400,4,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,Collision,0
41.0,1994.0,Feb,1,Friday,Chevrolet,Urban,Thursday,Feb,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,11,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision,0
40.0,1995.0,Nov,5,Monday,Pontiac,Urban,Tuesday,Jan,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,13,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision,0
54.0,1994.0,Sep,3,Saturday,Pontiac,Urban,Monday,Sep,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,All Perils,0
37.0,1996.0,Dec,4,Monday,Toyota,Urban,Tuesday,Dec,5,Male,Married,Third Party,Sedan - Liability,Sport,30000 to 39000,1,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability,0
28.0,1996.0,Feb,4,Sunday,Pontiac,Urban,Wednesday,Feb,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,14,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,Liability,0
52.25309,1996.0,May,1,Sunday,Pontiac,Urban,Tuesday,May,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,400,1,more than 30,more than 30,1,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Liability,0
51.50606,1995.0,Dec,1,Sunday,Toyota,Urban,Thursday,Jan,3,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,8,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,All Perils,0
44.0,1995.0,Sep,3,Saturday,Toyota,Urban,Thursday,Sep,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,6,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils,0
39.0,1994.0,Dec,2,Wednesday,Honda,Urban,Wednesday,Dec,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,15,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision,0
33.0,1994.0,Oct,4,Sunday,Toyota,Rural,Friday,Oct,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,15,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
40.0,1996.0,Feb,4,Thursday,Pontiac,Urban,Friday,Feb,4,Male,Single,Third Party,Sedan - Collision,Sedan,less than 20000,10,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,3 to 4,Collision,0
26.0,1995.0,Aug,1,Monday,Pontiac,Urban,Tuesday,Aug,2,Male,Divorced,Third Party,Sedan - Collision,Sedan,less than 20000,11,400,1,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision,0
50.0,1994.0,Mar,3,Monday,Mazda,Urban,Monday,Mar,4,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,13,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision,0
40.0,1994.0,Jan,5,Monday,Mazda,Urban,Tuesday,Jan,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,5,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,All Perils,0
31.0,1995.0,Sep,1,Monday,Pontiac,Urban,Monday,Sep,3,Female,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision,0
70.48983,1994.0,Apr,1,Tuesday,Toyota,Urban,Thursday,Apr,1,Male,Single,Third Party,Sedan - All Perils,Sedan,less than 20000,3,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,All Perils,0
21.0,1996.0,Apr,3,Wednesday,Pontiac,Urban,Monday,Apr,2,Female,Married,Third Party,Sedan - Collision,Sedan,less than 20000,13,400,4,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision,0
